Date,Vendor,Plant Location,Category,Material Type,Defect Type,Defect,Total Defect Qty,Total Downtime Minutes
01/05/2018,Skivee,Bloomingdale,Goods & Services,Film,Rejected,Creases / Wrinkles,189141,414
21/10/2018,Brightbean,Savannah,Packaging,Corrugate,Rejected,Delamination,82686,2548
03/11/2018,Riffpath,Charles City,Mechanicals,Raw Materials,Rejected,Damaged in Transit,27774,3478
30/11/2019,Flipopia,De Ruyter,Materials & Components,Film,Rejected,Wrong Makeup,436835,4133
11/11/2019,Agimba,De Ruyter,Logistics,Raw Materials,Rejected,Mishandled,729855,13
09/10/2019,Voonix,Bloomingdale,Logistics,Batteries,Rejected,Print Problems,954207,3982
08/10/2018,Yakijo,Chesaning,Mechanicals,Controllers,Rejected,No Disk,288708,575
29/05/2018,Tekfly,Twin Rocks,Mechanicals,Labels,Rejected,No Print,49786,1564
18/01/2019,Skinder,Clarksville,Packaging,Molds,Impact,Parting Tops,740418,3637
17/11/2019,Jabbersphere,De Ruyter,Packaging,Raw Materials,Rejected,Odor,804560,2639
18/01/2019,Thoughtstorm,Clay,Packaging,Labels,Rejected,No Print,640303,2458
29/11/2018,Gigaclub,Middletown,Packaging,Corrugate,Impact,Bad Seams,950560,3645
17/01/2018,Dabfeed,Chesaning,Packaging,Corrugate,No Impact,Dimensions - Bad Finishing,554147,31
31/08/2019,Jaloo,Middletown,Logistics,Batteries,Rejected,Tubs Stuck,128873,4924
29/08/2019,Livepath,Garwood,Mechanicals,Corrugate,Rejected,Cracked,700701,1008
23/12/2018,Dabshots,Cottonwood,Logistics,Corrugate,Impact,Bad Seams,82247,4432
03/09/2019,Oyoba,Charles City,Materials & Components,Electrolytes,No Impact,Wrong Shade of Color,837011,786
13/11/2018,Linkbridge,Cottonwood,Materials & Components,Glass,No Impact,Stones and Sand,774078,4997
07/10/2018,LiveZ,Chatham,Packaging,Carton,Rejected,Sealed Together Internally,578190,307
01/05/2018,Centimia,Clarksville,Electrical,Carton,Rejected,Damaged Secondary Packaging,112943,1886
14/08/2018,Brainbox,Waldoboro,Logistics,Corrugate,Rejected,Wrinkles / Scratches/ Scuffing,61271,3113
03/12/2019,Eayo,Chatham,Goods & Services,Raw Materials,Rejected,Integrity Failure,211878,3012
21/08/2018,Devpoint,Charlevoix,Mechanicals,Film,No Impact,Film Not Sealing,35774,2645
14/10/2019,Browseblab,Bloomingdale,Mechanicals,Raw Materials,No Impact,Out of Spec,574951,1792
17/07/2019,Vimbo,June Lake,Packaging,Raw Materials,Impact,Misc,337790,3341
21/02/2019,Bubblemix,Barling,Packaging,Carton,Impact,Sealed Together Internally,603866,385
02/06/2018,Devify,Henning,Goods & Services,Carton,Rejected,Sealed Together Externally,341537,1969
14/02/2018,Ozu,Twin Rocks,Packaging,Labels,Rejected,Print Impression,850839,4292
20/04/2019,Muxo,Charles City,Goods & Services,Raw Materials,Rejected,Dimensions Wrong,267961,2262
12/05/2019,Yombu,Waldoboro,Logistics,Corrugate,Impact,Warping,538383,454
04/10/2018,Brainverse,Middletown,Packaging,Carton,Rejected,Unsealed Cartons,576509,1186
30/03/2019,Babbleblab,Prescott,Mechanicals,Raw Materials,No Impact,Contamination,51643,3714
10/08/2019,Photospace,Ripton,Electrical,Raw Materials,Rejected,Bad Parameters,365201,3523
02/10/2019,Divape,Clay,Mechanicals,Raw Materials,No Impact,Not Certified,249850,4590
31/12/2018,Oyope,Weaverville,Logistics,Corrugate,Impact,Bad Seams,911012,3134
29/04/2018,Jamia,Jordan Valley,Packaging,Corrugate,Impact,Bad Seams,493511,670
13/03/2018,Yakidoo,Henning,Packaging,Labels,Rejected,Wrong Ink,45391,1326
16/12/2018,Bubblemix,Savannah,Mechanicals,Raw Materials,Rejected,Misc,697322,2262
21/07/2018,Camimbo,Bruce Crossing,Materials & Components,Film,No Impact,Printing Defect,552782,1561
10/01/2018,Oodoo,Savannah,Packaging,Corrugate,Rejected,Bad Seams,199482,2954
01/03/2018,Bluezoom,Middletown,Packaging,Carton,Impact,Bad Carton Packaging,846653,280
01/03/2018,Latz,Riverside,Logistics,Molds,No Impact,Damaged Secondary Packaging,963573,4945
12/06/2018,Thoughtmix,June Lake,Goods & Services,Corrugate,Rejected,Bad Seams,238849,4599
13/12/2018,Avamm,Waldoboro,Goods & Services,Corrugate,Impact,Bad Seams,927284,346
13/11/2019,Thoughtbeat,Henning,Materials & Components,Corrugate,No Impact,Skewed,639409,659
03/03/2018,Chatterbridge,Chesaning,Mechanicals,Raw Materials,Rejected,Damaged in Transit,220605,4730
04/09/2018,Youtags,Charles City,Mechanicals,Labels,No Impact,Roll Tension,139095,4785
04/12/2018,Latz,Barling,Materials & Components,Raw Materials,No Impact,Inclomplete,660757,3702
22/02/2018,Gigaclub,Ripton,Packaging,Corrugate,Impact,Gap Variation,613237,4422
12/04/2019,Aimbu,Jordan Valley,Mechanicals,Carton,Impact,Dirty Material,487464,3752
18/11/2019,Topicstorm,Riverside,Mechanicals,Raw Materials,No Impact,Bad Parameters,795322,481
07/06/2019,Kamba,Chatham,Logistics,Batteries,Impact,Defective Rims,929565,4952
16/03/2019,Quimm,Barling,Mechanicals,Raw Materials,No Impact,Misc,778471,1828
13/05/2018,Feednation,New Britain,Mechanicals,Raw Materials,Rejected,Damaged in Transit,515069,153
10/09/2018,Tagchat,Cottonwood,Mechanicals,Raw Materials,Rejected,Damaged Secondary Packaging,247850,4481
17/09/2019,Ailane,Chatham,Packaging,Corrugate,Rejected,Print defects,492046,3448
24/06/2018,Flipstorm,Waldoboro,Logistics,Corrugate,Impact,Bad Seams,350507,3445
17/04/2019,Trunyx,Frazer,Logistics,Controllers,Impact,Dimensions Wrong,565218,1437
01/04/2019,Agimba,Jordan Valley,Goods & Services,Raw Materials,Rejected,Wrong material,254483,2310
03/09/2019,JumpXS,Barling,Logistics,Raw Materials,No Impact,Bad Parameters,183360,1476
14/09/2019,Twimbo,Florence,Materials & Components,Raw Materials,No Impact,Not Certified,236599,4634
02/06/2018,Tagpad,Bruce Crossing,Materials & Components,Glass,Impact,Bad Bearings,601998,42
06/08/2018,Photobug,Ripton,Logistics,Corrugate,Impact,Misaligned Slots,460003,2233
23/02/2018,Zoomlounge,Chesaning,Mechanicals,Raw Materials,No Impact,Inclomplete,195663,3029
15/09/2019,Shuffledrive,Jordan Valley,Materials & Components,Raw Materials,Rejected,Bad Parameters,325684,3448
01/03/2018,Flipstorm,June Lake,Mechanicals,Raw Materials,No Impact,Material Handling/ Shipping Requirements Error,452234,3366
22/12/2019,Topicshots,Ripton,Packaging,Raw Materials,Rejected,Damaged in Transit,655028,4691
29/11/2018,Thoughtmix,Chesaning,Electrical,Corrugate,No Impact,Bad Seams,474760,2254
14/10/2018,Voonder,Henning,Mechanicals,Composites,No Impact,Print Problems,545229,2241
23/10/2019,Gigabox,Bloomingdale,Mechanicals,Raw Materials,No Impact,Not Certified,420409,3259
28/03/2018,Brainlounge,New Britain,Packaging,Labels,Rejected,Wrong Shade of Color,255721,3461
02/11/2019,Digitube,Weaverville,Packaging,Carton,No Impact,Poor Pairing,62416,1271
21/10/2018,Divape,Hingham,Goods & Services,Labels,Impact,Print Impression,967646,4091
09/04/2018,Tagpad,Clarksville,Logistics,Batteries,No Impact,Damaged,612148,3553
15/02/2018,Aimbu,Clarksville,Materials & Components,Labels,No Impact,Roll Tension,464976,3676
04/06/2019,Bubbletube,Middletown,Packaging,Corrugate,No Impact,Wrong Fasteners,81061,4353
30/12/2019,Chatterbridge,Riverside,Logistics,Batteries,Impact,Tubs Stuck,6436,2307
13/05/2018,Edgeblab,Charles City,Packaging,Corrugate,Impact,Incorrect Vertical Size,327355,2601
25/06/2019,Roombo,Waldoboro,Logistics,Raw Materials,No Impact,Out of Spec,118793,1397
11/09/2018,Skivee,Chesaning,Goods & Services,Film,Impact,Color Variation,418577,107
11/03/2018,Buzzshare,Hingham,Materials & Components,Raw Materials,No Impact,Inclomplete,665241,3021
08/10/2019,Yombu,De Ruyter,Logistics,Electrolytes,Rejected,Incorrect Material,603900,571
11/10/2018,Gabvine,Ripton,Mechanicals,Corrugate,Impact,Material Handling/ Shipping Requirements Error,322563,3111
02/11/2019,Wikibox,New Britain,Packaging,Raw Materials,Rejected,Not Cleaned,663927,4972
14/09/2019,Gigashots,Ripton,Electrical,Corrugate,Rejected,Dirty,572023,2653
06/08/2019,Topicshots,Waldoboro,Logistics,Corrugate,Rejected,Errors in Packaging,349732,1216
10/03/2019,Skinder,Charlevoix,Logistics,Batteries,Rejected,Tubs Stuck,540736,2734
15/06/2019,Oodoo,Jordan Valley,Packaging,Molds,Rejected,Other,327011,3099
09/01/2018,Aibox,Twin Rocks,Mechanicals,Film,Rejected,Damaged Rolls,505665,880
06/09/2019,Gevee,Savannah,Goods & Services,Film,Rejected,Creases / Wrinkles,384595,4408
05/04/2018,Yodel,De Ruyter,Mechanicals,Raw Materials,No Impact,Contamination,959547,1325
29/12/2019,Oloo,Jordan Valley,Materials & Components,Glass,Impact,No Close,369381,4773
21/01/2019,Dablist,Clarksville,Goods & Services,Raw Materials,Rejected,Wrong material,525645,4064
30/04/2018,Roomm,Charles City,Packaging,Corrugate,No Impact,Delamination,96920,3484
12/04/2018,Babbleopia,Riverside,Mechanicals,Labels,No Impact,Film Not Sealing,340777,3425
16/03/2019,Gabtype,June Lake,Mechanicals,Controllers,Rejected,Wrong Shade of Color,346018,619
06/09/2019,Zoomzone,Twin Rocks,Mechanicals,Motors,No Impact,Out of Specification,609811,4763
15/01/2018,Skiba,Clarksville,Logistics,Corrugate,Impact,Bad Seams,28756,751
13/04/2019,Jaloo,Chesaning,Mechanicals,Controllers,No Impact,Wrong Case Labels,252117,2431
01/10/2019,Blogspan,Hingham,Mechanicals,Raw Materials,Rejected,Damaged Secondary Packaging,330483,1836
13/05/2018,Twiyo,Waldoboro,Mechanicals,Raw Materials,Rejected,Damaged Secondary Packaging,881181,1853
16/07/2019,Bubblebox,Reading,Packaging,Labels,Rejected,Smeared Print,796891,2950
28/08/2019,Babbleset,Waldoboro,Goods & Services,Film,Rejected,Damaged Rolls,392702,949
06/12/2018,Kare,De Ruyter,Packaging,Labels,Impact,Wrong Shade of Color,520960,4244
23/04/2018,Zoomzone,De Ruyter,Mechanicals,Raw Materials,Rejected,Foreign Material,766924,3820
06/10/2019,Meetz,Clay,Logistics,Raw Materials,No Impact,Integrity Failure,141783,3795
01/10/2018,Skiba,Westside,Mechanicals,Raw Materials,Rejected,Damaged Secondary Packaging,944351,4788
17/08/2019,Flashspan,June Lake,Packaging,Film,Rejected,No Bar Code,122745,4318
10/06/2019,Flashset,Bloomingdale,Materials & Components,Raw Materials,No Impact,Not Certified,729940,3738
16/04/2018,Chatterpoint,Westside,Electrical,Corrugate,Rejected,Bad Seams,217110,4138
25/12/2019,Kimia,Barling,Logistics,Controllers,Impact,Warped,76683,4226
02/11/2019,Oozz,Barling,Goods & Services,Raw Materials,Impact,Not Certified,95172,4669
10/07/2018,Yakitri,New Britain,Materials & Components,Labels,Impact,Wrong Label,930751,1309
01/01/2018,Katz,Chesaning,Materials & Components,Glass,No Impact,Wrong Labeling,265425,4072
18/11/2018,Skipfire,Waldoboro,Materials & Components,Glass,No Impact,Stones and Sand,976911,1929
11/12/2018,Avamm,Bruce Crossing,Logistics,Carton,Impact,Skewed Cartons,906571,2567
19/02/2019,Kwideo,Reading,Mechanicals,Labels,Rejected,Misc,710015,1561
23/03/2019,Browsebug,Charles City,Mechanicals,Raw Materials,No Impact,Wrong Shade of Color,87878,4561
15/12/2019,Leexo,Chesaning,Goods & Services,Raw Materials,Rejected,Misc,30246,3866
03/06/2019,Oozz,De Ruyter,Mechanicals,Raw Materials,Rejected,Damaged in Transit,159576,2500
05/08/2019,Jabbersphere,Climax,Logistics,Film,Impact,Wrong Shade of Color,88812,528
09/02/2018,Realcube,Charlevoix,Mechanicals,Raw Materials,Rejected,Integrity Failure,463625,1766
23/09/2018,Bubbletube,Hingham,Mechanicals,Raw Materials,Rejected,Damaged Secondary Packaging,456042,4426
29/10/2019,Npath,Weaverville,Logistics,Corrugate,Impact,Misc,470475,1763
18/06/2019,Aivee,Chesaning,Mechanicals,Raw Materials,Rejected,Misc,625918,1201
06/04/2018,Twitterbeat,Riverside,Packaging,Labels,Impact,Wrong Shade of Color,575477,2656
29/07/2018,Agivu,Riverside,Packaging,Carton,Rejected,Unsealed Cartons,971377,2022
31/10/2018,Jetpulse,Florence,Mechanicals,Composites,No Impact,Foreign objects found,919990,4322
09/03/2019,Divavu,De Ruyter,Packaging,Hardware,Impact,Scratches,748421,1308
09/12/2018,Jamia,Weaverville,Logistics,Batteries,Impact,Warped,849797,4837
22/02/2018,Blognation,New Britain,Mechanicals,Raw Materials,No Impact,Damaged Secondary Packaging,995822,2744
08/03/2018,Feedspan,Chatham,Mechanicals,Raw Materials,Rejected,Damaged Secondary Packaging,146274,3595
24/12/2019,Gigashots,Frazer,Logistics,Carton,Impact,Tops Short,827220,2503
02/09/2019,Jaxworks,Bruce Crossing,Packaging,Pump,Impact,Damaged Components,684,1126
30/08/2019,Jabbertype,Hingham,Mechanicals,Raw Materials,Rejected,Damaged in Transit,887779,4340
15/01/2018,Tazzy,Jordan Valley,Mechanicals,Tape,Rejected,Weak Wrap,870360,4526
11/03/2019,Flashset,Jordan Valley,Logistics,Raw Materials,No Impact,Incorrect Labeling,184141,3851
16/01/2019,Twitterlist,Middletown,Mechanicals,Raw Materials,No Impact,Out of Spec,226904,4658
20/05/2019,Skinder,Clarksville,Materials & Components,Electrolytes,No Impact,Misc,666365,4982
10/04/2019,Pixoboo,Hingham,Packaging,Pump,Rejected,Damaged Parts,463440,4135
21/12/2019,Avavee,Bruce Crossing,Logistics,Raw Materials,No Impact,Foreign Material,777970,3255
26/02/2019,Leenti,Middletown,Mechanicals,Mechanicals,Impact,Incorrect Color,36259,3714
15/03/2019,Tavu,Frazer,Mechanicals,Raw Materials,Rejected,Wrong Shade of Color,754241,3909
28/08/2018,Eidel,Garwood,Materials & Components,Glass,Impact,Bad Finish,351161,3824
28/03/2019,Avavee,Westside,Logistics,Corrugate,Rejected,Delamination,914783,4900
04/04/2018,Dynabox,Frazer,Materials & Components,Labels,No Impact,Roll Tension,600421,3382
21/10/2019,Topicstorm,Climax,Logistics,Corrugate,No Impact,Scrap attached,591621,3959
15/02/2018,Wikido,Middletown,Materials & Components,Labels,No Impact,Wrong Label,930580,4175
14/04/2019,Fiveclub,Weaverville,Logistics,Raw Materials,No Impact,No Liner,917252,3981
16/03/2019,Browsecat,Charles City,Packaging,Corrugate,Impact,Delamination,167809,2475
08/03/2018,JumpXS,Henning,Mechanicals,Raw Materials,No Impact,Foreign Material,317955,3727
09/02/2018,Shufflebeat,Weaverville,Packaging,Carton,Rejected,Inside Scoring,184593,3275
14/10/2019,Edgeblab,Clarksville,Mechanicals,Raw Materials,Rejected,Contamination,845708,1488
05/03/2019,Dabvine,Barling,Logistics,Corrugate,No Impact,Skewed,949567,929
07/07/2018,Gabspot,Middletown,Logistics,Film,Impact,Wrong Size,923345,488
19/03/2019,Brightbean,Weaverville,Goods & Services,Corrugate,No Impact,Wrong  Size,454994,1367
17/09/2018,Jayo,Henning,Packaging,Corrugate,No Impact,Gap Variation,834974,540
25/02/2018,Ainyx,New Britain,Mechanicals,Raw Materials,No Impact,Inclomplete,753070,4324
21/02/2018,Dabfeed,Climax,Logistics,Corrugate,No Impact,Delamination,967872,2939
23/04/2019,Aimbu,Florence,Packaging,Film,Rejected,Color Variation,962351,3417
08/01/2019,Jaloo,Ripton,Mechanicals,Raw Materials,Rejected,Foreign Material,605333,2155
08/02/2018,Topicstorm,Jordan Valley,Mechanicals,Raw Materials,Impact,Out of Spec,688969,3150
16/03/2018,Jaxworks,Twin Rocks,Logistics,Labels,Impact,Cut Box,23268,4619
27/03/2019,Yoveo,June Lake,Logistics,Batteries,Impact,Foreign objects found,806174,2692
21/02/2018,Divape,Hingham,Logistics,Corrugate,Impact,Bad Seams,851481,3190
11/05/2019,Brainsphere,Prescott,Goods & Services,Corrugate,Impact,Gap Variation,805858,4645
23/06/2019,Quimm,June Lake,Packaging,Film,Rejected,Wrong Shade of Color,212326,2637
05/03/2018,Yakidoo,Chatham,Goods & Services,Drives,Rejected,Thin Packaging,530442,3497
01/06/2018,Yadel,Florence,Logistics,Batteries,Impact,Tubs Stuck,78950,4817
23/01/2019,Voonder,Florence,Mechanicals,Labels,Rejected,No Adhesive,773607,3929
13/04/2018,Dabfeed,Waldoboro,Mechanicals,Composites,Rejected,Foreign objects found,505891,2591
03/03/2019,Aimbu,Ripton,Packaging,Corrugate,Impact,Bad Seams,496688,483
17/11/2019,Quaxo,Twin Rocks,Mechanicals,Raw Materials,Rejected,Matts,559061,4892
13/11/2018,Lazzy,Charlevoix,Packaging,Raw Materials,No Impact,No Tight Seal,725205,1358
20/05/2019,Bubblemix,New Britain,Packaging,Film,Impact,Wrong Shade of Color,572677,1313
20/03/2018,Shuffledrive,Henning,Logistics,Batteries,Impact,Warped,782883,3530
09/04/2018,Dabtype,Bruce Crossing,Logistics,Film,No Impact,Damaged Rolls,256970,2814
21/08/2018,Npath,New Britain,Mechanicals,Raw Materials,No Impact,Foreign Material,426359,3917
11/09/2019,Zazio,Charles City,Goods & Services,Raw Materials,No Impact,Not Certified,418123,217
17/03/2019,Linkbridge,Cottonwood,Logistics,Batteries,No Impact,Foreign objects found,760776,3253
31/05/2019,Twinder,De Ruyter,Packaging,Corrugate,Impact,Wrong Fasteners,784761,4304
14/01/2019,Rhynyx,Middletown,Mechanicals,Labels,Impact,Sporadic Adhesive,218980,2744
30/10/2019,Kazu,Florence,Materials & Components,Corrugate,Rejected,Wrong  Size,883637,2137
13/06/2019,Aivee,Prescott,Packaging,Raw Materials,Rejected,Misc,331130,3147
10/07/2018,Skidoo,Henning,Materials & Components,Labels,No Impact,Tension Issues,412916,2159
16/06/2019,Skiba,Clarksville,Logistics,Controllers,Rejected,Foreign objects found,700849,618
24/09/2018,Livefish,Chesaning,Packaging,Raw Materials,Impact,Material Handling/ Shipping Requirements Error,878913,4746
18/04/2018,Trunyx,Waldoboro,Logistics,Corrugate,Impact,Bad Seams,118878,2244
01/06/2018,Ainyx,Savannah,Logistics,Controllers,Impact,Warped,511942,4910
27/12/2018,Bluezoom,Waldoboro,Goods & Services,Raw Materials,No Impact,Foreign Material,279561,4378
19/12/2018,Blogpad,Ripton,Materials & Components,Raw Materials,No Impact,Incorrect Labeling,746924,2900
09/11/2019,Dabvine,Climax,Logistics,Labels,Impact,Splice,192940,2473
09/03/2019,Pixonyx,Westside,Mechanicals,Raw Materials,Impact,Foreign Material,80582,2731
28/11/2018,Brightdog,Bruce Crossing,Packaging,Labels,Impact,Wrong Registration,821481,3284
06/04/2018,Livetube,Waldoboro,Mechanicals,Raw Materials,No Impact,Integrity Failure,940675,965
22/06/2018,Tagchat,Bruce Crossing,Materials & Components,Glass,No Impact,Bad Bearings,162135,3880
28/04/2019,Trilia,Hingham,Logistics,Corrugate,Impact,Bad Seams,224579,1382
10/09/2019,Omba,Bloomingdale,Logistics,Batteries,Rejected,Tubs Stuck,848383,246
11/11/2018,Twitternation,Riverside,Materials & Components,Raw Materials,No Impact,Inclomplete,423952,3226
28/10/2019,Tanoodle,Waldoboro,Mechanicals,Raw Materials,No Impact,Bad Parameters,184329,2739
09/11/2019,Izio,Barling,Logistics,Film,Rejected,Misc,506347,795
13/09/2019,Buzzster,Clarksville,Logistics,Raw Materials,Impact,Damaged Secondary Packaging,85928,2860
07/11/2018,Skyble,Prescott,Mechanicals,Labels,Rejected,Split Seams,593010,3004
09/12/2018,Jabbertype,De Ruyter,Packaging,Carton,Impact,Sealed Together Internally,194407,1648
18/06/2019,Topicstorm,Twin Rocks,Packaging,Raw Materials,Rejected,Foreign Material,735154,4957
09/12/2018,Izio,Bloomingdale,Mechanicals,Controllers,Rejected,Misc,418072,3728
07/07/2018,Vitz,Florence,Logistics,Corrugate,Impact,Misc,907073,2940
15/07/2019,Quaxo,Hingham,Logistics,Carton,Impact,Bowed,347387,310
30/01/2019,Fiveclub,Bruce Crossing,Electrical,Packaging,Rejected,String Defects,223697,4946
07/10/2018,Oyope,Twin Rocks,Packaging,Corrugate,Impact,Bad Seams,68665,3899
21/05/2019,Gevee,Westside,Goods & Services,Corrugate,Impact,Misc,436249,3084
23/11/2019,Topicware,Reading,Mechanicals,Raw Materials,No Impact,Integrity Failure,90646,402
03/03/2018,Skyba,Garwood,Mechanicals,Raw Materials,Impact,Odor,697496,3481
18/09/2018,Kayveo,Bruce Crossing,Mechanicals,Raw Materials,No Impact,Inclomplete,45088,3473
29/10/2019,Avamm,New Britain,Electrical,Carton,Rejected,Wrong Fasteners,739649,1510
26/03/2018,Einti,Clay,Mechanicals,Film,Impact,No Adhesive,317733,1555
17/03/2019,Quatz,Clarksville,Logistics,Corrugate,Impact,Bad Seams,371812,3876
06/09/2019,Fliptune,Hingham,Goods & Services,Corrugate,Rejected,Damaged in Transit,90714,4416
20/08/2019,Feednation,June Lake,Logistics,Film,No Impact,Wrong Makeup,649949,1647
